trade_id,date,book,ticker,side,shares,price,cost,lot_id,reason_code,decision_id
mid-core-2026-09-23-034,2026-09-23,mid-core,TTEK,buy,818,34.9,14.27,mid-core-2026-09-23-034,rules_inception,mid-core-2026-09-23-2
mid-core-2026-09-23-035,2026-09-23,mid-core,PBF,buy,405,70.47,14.27,mid-core-2026-09-23-035,rules_inception,mid-core-2026-09-23-2
mid-core-2026-09-23-036,2026-09-23,mid-core,HON,buy,134,212.57,14.24,mid-core-2026-09-23-036,rules_inception,mid-core-2026-09-23-2
mid-value-2026-09-23-001,2026-09-23,mid-value,CASH,deposit,1000000,1,0,,inception_capital,mid-value-2026-09-23-2
mid-value-2026-09-23-002,2026-09-23,mid-value,KEP,buy,2622,10.89,14.28,mid-value-2026-09-23-002,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-003,2026-09-23,mid-value,CMCSA,buy,1266,22.55,14.27,mid-value-2026-09-23-003,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-004,2026-09-23,mid-value,LDOS,buy,229,124.69,14.28,mid-value-2026-09-23-004,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-005,2026-09-23,mid-value,PAC,buy,137,207.41,14.21,mid-value-2026-09-23-005,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-006,2026-09-23,mid-value,GIB,buy,413,69.13,14.28,mid-value-2026-09-23-006,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-007,2026-09-23,mid-value,TAP,buy,779,36.62,14.26,mid-value-2026-09-23-007,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-008,2026-09-23,mid-value,HPQ,buy,887,32.16,14.26,mid-value-2026-09-23-008,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-009,2026-09-23,mid-value,TLK,buy,2120,13.47,14.28,mid-value-2026-09-23-009,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-010,2026-09-23,mid-value,VICI,buy,1204,23.7,14.27,mid-value-2026-09-23-010,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-011,2026-09-23,mid-value,WIT,buy,16897,1.69,14.28,mid-value-2026-09-23-011,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-012,2026-09-23,mid-value,LNC,buy,695,41.08,14.28,mid-value-2026-09-23-012,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-013,2026-09-23,mid-value,BAH,buy,377,75.65,14.26,mid-value-2026-09-23-013,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-014,2026-09-23,mid-value,UAL,buy,257,110.72,14.23,mid-value-2026-09-23-014,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-015,2026-09-23,mid-value,GAP,buy,1341,21.28,14.27,mid-value-2026-09-23-015,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-016,2026-09-23,mid-value,CTSH,buy,482,59.14,14.25,mid-value-2026-09-23-016,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-017,2026-09-23,mid-value,OSCR,buy,935,30.53,14.27,mid-value-2026-09-23-017,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-018,2026-09-23,mid-value,CHTR,buy,244,116.61,14.23,mid-value-2026-09-23-018,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-019,2026-09-23,mid-value,OSK,buy,210,135.49,14.23,mid-value-2026-09-23-019,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-020,2026-09-23,mid-value,GGB,buy,5851,4.88,14.28,mid-value-2026-09-23-020,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-021,2026-09-23,mid-value,ZM,buy,310,91.9,14.24,mid-value-2026-09-23-021,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-022,2026-09-23,mid-value,DVA,buy,155,183.14,14.19,mid-value-2026-09-23-022,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-023,2026-09-23,mid-value,DBX,buy,834,34.22,14.27,mid-value-2026-09-23-023,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-024,2026-09-23,mid-value,PCG,buy,2301,12.41,14.28,mid-value-2026-09-23-024,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-025,2026-09-23,mid-value,FSLR,buy,148,191.97,14.21,mid-value-2026-09-23-025,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-026,2026-09-23,mid-value,ARW,buy,125,226.82,14.18,mid-value-2026-09-23-026,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-027,2026-09-23,mid-value,PNR,buy,516,55.25,14.25,mid-value-2026-09-23-027,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-028,2026-09-23,mid-value,BNT,buy,770,37.08,14.28,mid-value-2026-09-23-028,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-029,2026-09-23,mid-value,ALL,buy,126,225.66,14.22,mid-value-2026-09-23-029,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-030,2026-09-23,mid-value,UHS,buy,157,181.39,14.24,mid-value-2026-09-23-030,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-031,2026-09-23,mid-value,LULU,buy,279,102.28,14.27,mid-value-2026-09-23-031,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-032,2026-09-23,mid-value,SNEX,buy,421,67.78,14.27,mid-value-2026-09-23-032,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-033,2026-09-23,mid-value,WTRG,buy,710,40.18,14.26,mid-value-2026-09-23-033,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-034,2026-09-23,mid-value,EIX,buy,533,53.51,14.26,mid-value-2026-09-23-034,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-035,2026-09-23,mid-value,SWK,buy,311,91.76,14.27,mid-value-2026-09-23-035,rules_inception,mid-value-2026-09-23-2
mid-value-2026-09-23-036,2026-09-23,mid-value,TXT,buy,371,76.81,14.25,mid-value-2026-09-23-036,rules_inception,mid-value-2026-09-23-2
sm-growth-2026-09-23-001,2026-09-23,sm-growth,CASH,deposit,1000000,1,0,,inception_capital,sm-growth-2026-09-23-2
sm-growth-2026-09-23-002,2026-09-23,sm-growth,ECO,buy,365,78.03,14.24,sm-growth-2026-09-23-002,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-003,2026-09-23,sm-growth,GOLD,buy,656,43.48,14.26,sm-growth-2026-09-23-003,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-004,2026-09-23,sm-growth,ELE,buy,1397,20.43,14.27,sm-growth-2026-09-23-004,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-005,2026-09-23,sm-growth,TRMD,buy,829,34.42,14.27,sm-growth-2026-09-23-005,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-006,2026-09-23,sm-growth,TOWN,buy,791,36.07,14.27,sm-growth-2026-09-23-006,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-007,2026-09-23,sm-growth,CHMG,buy,351,81.22,14.25,sm-growth-2026-09-23-007,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-008,2026-09-23,sm-growth,ESEA,buy,399,71.57,14.28,sm-growth-2026-09-23-008,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-009,2026-09-23,sm-growth,CNOB,buy,936,30.5,14.27,sm-growth-2026-09-23-009,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-010,2026-09-23,sm-growth,ADAM,buy,3387,8.43,14.28,sm-growth-2026-09-23-010,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-011,2026-09-23,sm-growth,HIFS,buy,97,292.63,14.19,sm-growth-2026-09-23-011,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-012,2026-09-23,sm-growth,ABTC,buy,2881,9.91,14.28,sm-growth-2026-09-23-012,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-013,2026-09-23,sm-growth,CARE,buy,954,29.93,14.28,sm-growth-2026-09-23-013,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-014,2026-09-23,sm-growth,STNG,buy,351,81.25,14.26,sm-growth-2026-09-23-014,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-015,2026-09-23,sm-growth,DHT,buy,1341,21.28,14.27,sm-growth-2026-09-23-015,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-016,2026-09-23,sm-growth,AYA,buy,1013,28.19,14.28,sm-growth-2026-09-23-016,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-017,2026-09-23,sm-growth,PAM,buy,355,80.33,14.26,sm-growth-2026-09-23-017,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-018,2026-09-23,sm-growth,HOPE,buy,2096,13.62,14.27,sm-growth-2026-09-23-018,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-019,2026-09-23,sm-growth,FBK,buy,542,52.64,14.27,sm-growth-2026-09-23-019,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-020,2026-09-23,sm-growth,RHLD,buy,227,125.59,14.25,sm-growth-2026-09-23-020,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-021,2026-09-23,sm-growth,HAFN,buy,3138,9.1,14.28,sm-growth-2026-09-23-021,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-022,2026-09-23,sm-growth,ANGX,buy,5888,4.85,14.28,sm-growth-2026-09-23-022,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-023,2026-09-23,sm-growth,BW,buy,4300,6.64,14.28,sm-growth-2026-09-23-023,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-024,2026-09-23,sm-growth,MVBF,buy,961,29.69,14.27,sm-growth-2026-09-23-024,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-025,2026-09-23,sm-growth,GAU,buy,13862,2.06,14.28,sm-growth-2026-09-23-025,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-026,2026-09-23,sm-growth,FIGS,buy,2385,11.97,14.27,sm-growth-2026-09-23-026,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-027,2026-09-23,sm-growth,ASPI,buy,9487,3.01,14.28,sm-growth-2026-09-23-027,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-028,2026-09-23,sm-growth,DAVE,buy,87,326.19,14.19,sm-growth-2026-09-23-028,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-029,2026-09-23,sm-growth,WTM,buy,14,2032.01,14.22,sm-growth-2026-09-23-029,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-030,2026-09-23,sm-growth,HAPN,buy,1884,15.15,14.27,sm-growth-2026-09-23-030,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-031,2026-09-23,sm-growth,KODK,buy,2956,9.66,14.28,sm-growth-2026-09-23-031,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-032,2026-09-23,sm-growth,LPTH,buy,2911,9.81,14.28,sm-growth-2026-09-23-032,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-033,2026-09-23,sm-growth,FRST,buy,1843,15.49,14.27,sm-growth-2026-09-23-033,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-034,2026-09-23,sm-growth,ASMB,buy,1191,23.97,14.27,sm-growth-2026-09-23-034,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-035,2026-09-23,sm-growth,GRPN,buy,1425,20.04,14.28,sm-growth-2026-09-23-035,rules_inception,sm-growth-2026-09-23-2
sm-growth-2026-09-23-036,2026-09-23,sm-growth,CORZ,buy,1577,18.1,14.27,sm-growth-2026-09-23-036,rules_inception,sm-growth-2026-09-23-2
sm-core-2026-09-23-001,2026-09-23,sm-core,CASH,deposit,1000000,1,0,,inception_capital,sm-core-2026-09-23-2
sm-core-2026-09-23-002,2026-09-23,sm-core,PJT,buy,191,149.33,14.26,sm-core-2026-09-23-002,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-003,2026-09-23,sm-core,INVA,buy,1410,20.24,14.27,sm-core-2026-09-23-003,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-004,2026-09-23,sm-core,SEB,buy,7,3974.05,13.91,sm-core-2026-09-23-004,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-005,2026-09-23,sm-core,YOU,buy,734,38.9,14.28,sm-core-2026-09-23-005,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-006,2026-09-23,sm-core,BWMX,buy,1729,16.51,14.27,sm-core-2026-09-23-006,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-007,2026-09-23,sm-core,RIGL,buy,593,48.13,14.27,sm-core-2026-09-23-007,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-008,2026-09-23,sm-core,OGC,buy,1021,27.95,14.27,sm-core-2026-09-23-008,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-009,2026-09-23,sm-core,BYD,buy,398,71.74,14.28,sm-core-2026-09-23-009,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-010,2026-09-23,sm-core,SCSC,buy,488,58.485,14.27,sm-core-2026-09-23-010,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-011,2026-09-23,sm-core,HCI,buy,162,176.12,14.27,sm-core-2026-09-23-011,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-012,2026-09-23,sm-core,BLBD,buy,491,58.09,14.26,sm-core-2026-09-23-012,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-013,2026-09-23,sm-core,ZD,buy,503,56.75,14.27,sm-core-2026-09-23-013,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-014,2026-09-23,sm-core,HG,buy,853,33.47,14.27,sm-core-2026-09-23-014,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-015,2026-09-23,sm-core,PGY,buy,1525,18.72,14.27,sm-core-2026-09-23-015,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-016,2026-09-23,sm-core,SD,buy,2035,14.03,14.28,sm-core-2026-09-23-016,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-017,2026-09-23,sm-core,FSM,buy,2449,11.66,14.28,sm-core-2026-09-23-017,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-018,2026-09-23,sm-core,LINC,buy,1185,24.09,14.27,sm-core-2026-09-23-018,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-019,2026-09-23,sm-core,CGAU,buy,1263,22.61,14.28,sm-core-2026-09-23-019,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-020,2026-09-23,sm-core,PANL,buy,3474,8.22,14.28,sm-core-2026-09-23-020,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-021,2026-09-23,sm-core,PPLI,buy,793,35.97,14.26,sm-core-2026-09-23-021,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-022,2026-09-23,sm-core,SFL,buy,2245,12.72,14.28,sm-core-2026-09-23-022,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-023,2026-09-23,sm-core,IPI,buy,777,36.72,14.27,sm-core-2026-09-23-023,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-024,2026-09-23,sm-core,UFCS,buy,532,53.59,14.25,sm-core-2026-09-23-024,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-025,2026-09-23,sm-core,ALHC,buy,3633,7.86,14.28,sm-core-2026-09-23-025,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-026,2026-09-23,sm-core,CBL,buy,538,53.06,14.27,sm-core-2026-09-23-026,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-027,2026-09-23,sm-core,SON,buy,564,50.63,14.28,sm-core-2026-09-23-027,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-028,2026-09-23,sm-core,BVS,buy,2098,13.61,14.28,sm-core-2026-09-23-028,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-029,2026-09-23,sm-core,TLRY,buy,6948,4.11,14.28,sm-core-2026-09-23-029,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-030,2026-09-23,sm-core,INOD,buy,396,71.99,14.25,sm-core-2026-09-23-030,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-031,2026-09-23,sm-core,CRGY,buy,2166,13.18,14.27,sm-core-2026-09-23-031,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-032,2026-09-23,sm-core,PKBK,buy,856,33.35,14.27,sm-core-2026-09-23-032,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-033,2026-09-23,sm-core,BWLP,buy,1175,24.3,14.28,sm-core-2026-09-23-033,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-034,2026-09-23,sm-core,AEO,buy,1793,15.92,14.27,sm-core-2026-09-23-034,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-035,2026-09-23,sm-core,VCYT,buy,651,43.82,14.26,sm-core-2026-09-23-035,rules_inception,sm-core-2026-09-23-2
sm-core-2026-09-23-036,2026-09-23,sm-core,PGNY,buy,1105,25.83,14.27,sm-core-2026-09-23-036,rules_inception,sm-core-2026-09-23-2
sm-value-2026-09-23-001,2026-09-23,sm-value,CASH,deposit,1000000,1,0,,inception_capital,sm-value-2026-09-23-2
sm-value-2026-09-23-002,2026-09-23,sm-value,STNE,buy,3009,9.49,14.28,sm-value-2026-09-23-002,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-003,2026-09-23,sm-value,DXC,buy,2624,10.88,14.27,sm-value-2026-09-23-003,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-004,2026-09-23,sm-value,LEVI,buy,1454,19.63,14.27,sm-value-2026-09-23-004,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-005,2026-09-23,sm-value,EMBC,buy,5117,5.58,14.28,sm-value-2026-09-23-005,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-006,2026-09-23,sm-value,TKC,buy,5534,5.16,14.28,sm-value-2026-09-23-006,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-007,2026-09-23,sm-value,BBWI,buy,1677,17.02,14.27,sm-value-2026-09-23-007,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-008,2026-09-23,sm-value,CENTA,buy,835,34.16,14.26,sm-value-2026-09-23-008,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-009,2026-09-23,sm-value,CENT,buy,723,39.49,14.28,sm-value-2026-09-23-009,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-010,2026-09-23,sm-value,GCT,buy,543,52.5,14.25,sm-value-2026-09-23-010,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-011,2026-09-23,sm-value,KSS,buy,1675,17.04,14.27,sm-value-2026-09-23-011,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-012,2026-09-23,sm-value,VISN,buy,4427,6.45,14.28,sm-value-2026-09-23-012,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-013,2026-09-23,sm-value,FG,buy,1316,21.69,14.27,sm-value-2026-09-23-013,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-014,2026-09-23,sm-value,CRMD,buy,3713,7.69,14.28,sm-value-2026-09-23-014,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-015,2026-09-23,sm-value,HRTG,buy,863,33.07,14.27,sm-value-2026-09-23-015,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-016,2026-09-23,sm-value,SLDE,buy,1243,22.96,14.27,sm-value-2026-09-23-016,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-017,2026-09-23,sm-value,HPP,buy,2442,11.69,14.27,sm-value-2026-09-23-017,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-018,2026-09-23,sm-value,AII,buy,1143,24.97,14.27,sm-value-2026-09-23-018,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-019,2026-09-23,sm-value,AUNA,buy,5545,5.15,14.28,sm-value-2026-09-23-019,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-020,2026-09-23,sm-value,PLGO,buy,1194,23.91,14.27,sm-value-2026-09-23-020,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-021,2026-09-23,sm-value,MIR,buy,1743,16.38,14.28,sm-value-2026-09-23-021,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-022,2026-09-23,sm-value,VSNT,buy,864,33.04,14.27,sm-value-2026-09-23-022,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-023,2026-09-23,sm-value,TREE,buy,1189,24,14.27,sm-value-2026-09-23-023,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-024,2026-09-23,sm-value,VERX,buy,2436,11.72,14.27,sm-value-2026-09-23-024,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-025,2026-09-23,sm-value,TDC,buy,977,29.21,14.27,sm-value-2026-09-23-025,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-026,2026-09-23,sm-value,LYFT,buy,1933,14.77,14.28,sm-value-2026-09-23-026,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-027,2026-09-23,sm-value,UVE,buy,672,42.47,14.27,sm-value-2026-09-23-027,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-028,2026-09-23,sm-value,RDN,buy,826,34.54,14.27,sm-value-2026-09-23-028,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-029,2026-09-23,sm-value,BRBR,buy,3383,8.44,14.28,sm-value-2026-09-23-029,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-030,2026-09-23,sm-value,WU,buy,4689,6.09,14.28,sm-value-2026-09-23-030,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-031,2026-09-23,sm-value,ACCO,buy,6719,4.25,14.28,sm-value-2026-09-23-031,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-032,2026-09-23,sm-value,EFOR,buy,861,33.15,14.27,sm-value-2026-09-23-032,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-033,2026-09-23,sm-value,NEWT,buy,2520,11.33,14.28,sm-value-2026-09-23-033,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-034,2026-09-23,sm-value,BELFA,buy,139,204.16,14.19,sm-value-2026-09-23-034,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-035,2026-09-23,sm-value,GLRE,buy,1902,15.01,14.27,sm-value-2026-09-23-035,rules_inception,sm-value-2026-09-23-2
sm-value-2026-09-23-036,2026-09-23,sm-value,SWBI,buy,2042,13.98,14.27,sm-value-2026-09-23-036,rules_inception,sm-value-2026-09-23-2
